"id,Age,Gender,Education_Level,Marital_Status,Income,Credit_Score,Loan_Amount,Loan_Purpose,Employment_Status,Years_at_Current_Job,Payment_History,Debt_to_Income_Ratio,Assets_Value,Number_of_Dependents,City,State,Country,Previous_Defaults,Marital_Status_Change,Risk_Rating,Created_At,Cleaned_Income,Updated_DTI,Education_Ordinal_Rank,Default_Flag"
"615,43,Non-binary,Bachelor's,Divorced,62044.00,699.038,40415.00,PERSONAL,Self-employed,11,EXCELLENT,0.368345,245308.00,3,""North William"",VA,Guinea-Bissau,3,0,Medium,""2026-04-23 19:13:45"",62044.000000,0.6514,2,1"
"616,45,Female,""High School"",Single,50875.00,636,0.00,AUTO,Employed,8,FAIR,0.539825,114013.00,4,""South Thomas"",ND,""Czech Republic"",0,0,Low,""2026-04-23 19:13:45"",50875.000000,0.0000,1,0"
"617,40,Male,PhD,Divorced,60397.00,628,36041.00,AUTO,Unemployed,17,POOR,0.420631,159939.17,3,Malikberg,KY,Lebanon,1,2,Medium,""2026-04-23 19:13:45"",60397.000000,0.5967,4,1"
"618,69,Female,""High School"",Widowed,30886.00,697.601,32960.00,PERSONAL,Unemployed,11,GOOD,0.48803,159939.17,0,""North Juliechester"",CT,""Dominican Republic"",3,1,Low,""2026-04-23 19:13:45"",30886.000000,1.0672,1,1"
"619,37,Female,""High School"",Divorced,0.00,630,48519.00,PERSONAL,Employed,14,FAIR,0.582281,149597.00,2,""Lake Melodyborough"",OH,""Cote d'Ivoire"",1,1,Low,""2026-04-23 19:13:45"",69718.619373,0.6959,1,1"
"620,27,Non-binary,Bachelor's,Widowed,72181.00,665,22569.00,BUSINESS,Employed,2,GOOD,0.31612,271732.00,0,Tylerbury,ME,Burundi,1,2,Low,""2026-04-23 19:13:45"",72181.000000,0.3127,2,1"
"622,62,Non-binary,Bachelor's,Married,113075.00,699.038,0.00,HOME,Self-employed,3,GOOD,0.595268,197044.00,0,Jenniferchester,RI,Australia,4,1,Medium,""2026-04-23 19:13:45"",113075.000000,0.0000,2,1"
"623,20,Female,PhD,Divorced,71003.00,737,0.00,PERSONAL,Self-employed,0,GOOD,0.436631,181879.00,2,""East Amyview"",KS,""Dominican Republic"",0,0,Low,""2026-04-23 19:13:45"",71003.000000,0.0000,4,0"
"626,43,Female,PhD,Single,27699.00,656,29192.00,PERSONAL,Employed,8,FAIR,0.446711,123524.00,4,Katherinechester,AR,Congo,3,2,Low,""2026-04-23 19:13:45"",27699.000000,1.0539,4,1"
"627,63,Male,PhD,Single,77429.00,759,44021.00,HOME,Employed,5,EXCELLENT,0.599781,184873.00,0,Danielburgh,MA,Paraguay,2,2,Low,""2026-04-23 19:13:45"",77429.000000,0.5685,4,1"
"628,32,Male,PhD,Widowed,109680.00,797,26474.00,BUSINESS,Self-employed,10,EXCELLENT,0.316093,159939.17,0,Markmouth,ID,Iceland,1,0,High,""2026-04-23 19:13:45"",109680.000000,0.2414,4,1"
"629,38,Female,Master's,Divorced,117288.00,794,0.00,AUTO,Employed,12,EXCELLENT,0.314002,288035.00,3,""Port Christianshire"",MT,Gibraltar,3,0,Low,""2026-04-23 19:13:45"",117288.000000,0.0000,3,1"
"630,67,Female,""High School"",Married,28660.00,654,20223.00,BUSINESS,Employed,2,GOOD,0.192484,260549.00,2,Rogersmouth,WI,""Saint Pierre and Miquelon"",2,1,Low,""2026-04-23 19:13:45"",28660.000000,0.7056,1,1"
"631,39,Female,""High School"",Single,111564.00,687,41620.00,PERSONAL,Unemployed,10,FAIR,0.579207,127321.00,1,Savannahshire,NC,Australia,0,0,Low,""2026-04-23 19:13:45"",111564.000000,0.3731,1,0"
"632,48,Male,Master's,Divorced,0.00,727,19720.00,AUTO,Self-employed,3,GOOD,0.155568,219461.00,1,Briantown,HI,Bolivia,4,2,Medium,""2026-04-23 19:13:45"",69934.968970,0.2820,3,1"
"633,66,Male,""High School"",Divorced,29319.00,676,11747.00,AUTO,Employed,11,FAIR,0.12667,197751.00,0,Torresville,AS,""French Guiana"",0,2,High,""2026-04-23 19:13:45"",29319.000000,0.4007,1,0"
"635,46,Female,Master's,Widowed,39779.00,697,25633.00,BUSINESS,Self-employed,1,POOR,0.13309,178046.00,0,""North Joshua"",NJ,""United Arab Emirates"",1,2,Medium,""2026-04-23 19:13:45"",39779.000000,0.6444,3,1"
"636,49,Male,""High School"",Divorced,116204.00,601,36592.00,PERSONAL,Employed,19,GOOD,0.361681,204610.00,3,Phelpsberg,GU,Martinique,4,2,Low,""2026-04-23 19:13:45"",116204.000000,0.3149,1,1"
"637,52,Non-binary,Bachelor's,Divorced,57672.00,780,31363.00,PERSONAL,Self-employed,0,GOOD,0.414936,189350.00,1,""New Caitlin"",MA,Nauru,0,0,Low,""2026-04-23 19:13:45"",57672.000000,0.5438,2,0"
"638,52,Male,Master's,Married,91441.00,798,15391.00,AUTO,Self-employed,13,POOR,0.269129,78039.00,2,""West Paul"",MT,""Antigua and Barbuda"",2,0,Medium,""2026-04-23 19:13:45"",91441.000000,0.1683,3,1"
"639,43,Male,PhD,Married,0.00,707,33299.00,BUSINESS,Self-employed,5,GOOD,0.274881,51646.00,3,Roychester,MT,""Antigua and Barbuda"",4,1,Medium,""2026-04-23 19:13:45"",70442.604895,0.4727,4,1"
"640,55,Non-binary,Bachelor's,Married,45094.00,699.038,13706.00,HOME,Unemployed,10,FAIR,0.559709,80063.00,3,Clarkview,PR,""Pitcairn Islands"",4,2,Medium,""2026-04-23 19:13:45"",45094.000000,0.3039,2,1"
"641,61,Male,Master's,Widowed,66454.00,789,49507.00,AUTO,Unemployed,17,FAIR,0.307636,138818.00,0,""New Donnafurt"",AL,Ukraine,0,2,Low,""2026-04-23 19:13:45"",66454.000000,0.7450,3,0"
"642,52,Female,Bachelor's,Widowed,39734.00,641,42843.00,AUTO,Unemployed,18,EXCELLENT,0.395628,221155.00,3,""West Erinburgh"",MN,""United Kingdom"",0,0,Medium,""2026-04-23 19:13:45"",39734.000000,1.0782,2,0"
"643,55,Non-binary,Bachelor's,Divorced,40150.00,629,26281.00,HOME,Unemployed,11,EXCELLENT,0.393473,159939.17,4,Stephaniehaven,CT,Nigeria,4,1,Medium,""2026-04-23 19:13:45"",40150.000000,0.6546,2,1"
"644,43,Female,""High School"",Divorced,111614.00,778,0.00,AUTO,Unemployed,3,GOOD,0.411062,298891.00,0,""East John"",IN,Comoros,0,2,Low,""2026-04-23 19:13:45"",111614.000000,0.0000,1,0"
"645,33,Non-binary,Bachelor's,Divorced,95019.00,736,27400.00,PERSONAL,Employed,1,POOR,0.289618,159939.17,1,""North Hector"",GA,Taiwan,3,1,Low,""2026-04-23 19:13:45"",95019.000000,0.2884,2,1"
"646,45,Female,PhD,Single,0.00,612,25428.00,HOME,Employed,10,FAIR,0.325012,96250.00,2,Kimberlyport,AS,Afghanistan,0,2,Low,""2026-04-23 19:13:45"",70442.604895,0.3610,4,0"
"647,42,Male,Master's,Widowed,40860.00,642,7714.00,HOME,Self-employed,17,POOR,0.254516,85955.00,0,""Lake Matthew"",MN,Gibraltar,4,0,Low,""2026-04-23 19:13:45"",40860.000000,0.1888,3,1"
"648,57,Female,PhD,Married,77966.00,695,36901.00,PERSONAL,Employed,7,GOOD,0.410867,159939.17,0,""North Elizabethstad"",MI,Eritrea,0,1,Low,""2026-04-23 19:13:45"",77966.000000,0.4733,4,0"
"649,33,Female,PhD,Widowed,55584.00,691,36824.00,AUTO,Employed,15,EXCELLENT,0.37142,238132.00,0,""New Gina"",NV,Honduras,2,1,Low,""2026-04-23 19:13:45"",55584.000000,0.6625,4,1"
"650,35,Male,Bachelor's,Married,81850.00,711,25151.00,BUSINESS,Employed,11,GOOD,0.379795,227693.00,1,""South Timview"",WV,Nigeria,3,1,Medium,""2026-04-23 19:13:45"",81850.000000,0.3073,2,1"
"651,53,Non-binary,Master's,Married,0.00,699.211,0.00,PERSONAL,Employed,10,POOR,0.316217,65175.00,2,""New Samanthaland"",PA,Macao,3,1,Medium,""2026-04-23 19:13:45"",69934.968970,0.0000,3,1"
"652,29,Male,Bachelor's,Married,25900.00,648,0.00,AUTO,Employed,6,POOR,0.431835,159939.17,3,Brandonchester,KY,Malaysia,2,1,Low,""2026-04-23 19:13:45"",25900.000000,0.0000,2,1"
"653,69,Non-binary,Bachelor's,Widowed,46467.00,659,0.00,PERSONAL,Employed,15,POOR,0.166865,168033.00,4,Colemanfort,IA,""Cote d'Ivoire"",4,2,Low,""2026-04-23 19:13:45"",46467.000000,0.0000,2,1"
"655,52,Male,""High School"",Single,114584.00,697.601,23564.00,AUTO,Employed,5,GOOD,0.251987,159939.17,3,Jeffreychester,IA,Luxembourg,4,0,Low,""2026-04-23 19:13:45"",114584.000000,0.2056,1,1"
"656,53,Non-binary,Master's,Widowed,0.00,609,30062.00,AUTO,Employed,6,FAIR,0.584194,267689.00,3,""North Kellyland"",IA,""Puerto Rico"",0,2,Low,""2026-04-23 19:13:45"",69934.968970,0.4299,3,0"
"657,52,Female,Master's,Single,94292.00,684,11596.00,PERSONAL,Employed,6,GOOD,0.228724,176006.00,0,""North Sherry"",MH,Nicaragua,4,2,Low,""2026-04-23 19:13:45"",94292.000000,0.1230,3,1"
"659,38,Non-binary,Master's,Divorced,57822.00,714,6533.00,HOME,Employed,4,FAIR,0.294872,121972.00,4,""Lake Gregoryburgh"",CO,Peru,4,1,Low,""2026-04-23 19:13:45"",57822.000000,0.1130,3,1"
"662,68,Non-binary,Master's,Divorced,33305.00,699.211,0.00,AUTO,Unemployed,2,GOOD,0.596622,245787.00,3,""East Brandimouth"",WY,""Cote d'Ivoire"",4,2,Low,""2026-04-23 19:13:45"",33305.000000,0.0000,3,1"
"664,46,Non-binary,Bachelor's,Divorced,75059.00,712,43731.00,AUTO,Unemployed,10,GOOD,0.303834,151900.00,0,Davisberg,NE,""Falkland Islands (Malvinas)"",2,0,Low,""2026-04-23 19:13:45"",75059.000000,0.5826,2,1"
"666,62,Female,PhD,Single,75900.00,651,49978.00,PERSONAL,Self-employed,3,GOOD,0.264301,24777.00,0,Mannside,AR,Latvia,2,0,Medium,""2026-04-23 19:13:45"",75900.000000,0.6585,4,1"
"668,35,Non-binary,""High School"",Divorced,78765.00,657,17624.00,BUSINESS,Unemployed,16,EXCELLENT,0.511079,266558.00,3,Katherineville,WV,""Marshall Islands"",0,0,Low,""2026-04-23 19:13:45"",78765.000000,0.2238,1,0"
"669,39,Male,Bachelor's,Married,28078.00,646,34286.00,BUSINESS,Self-employed,1,GOOD,0.21333,234021.00,4,Mcclainfurt,DC,""Saint Barthelemy"",3,2,Low,""2026-04-23 19:13:45"",28078.000000,1.2211,2,1"
"670,34,Non-binary,""High School"",Single,76210.00,710,14139.00,PERSONAL,Self-employed,14,GOOD,0.559239,121547.00,0,Jessicaview,NC,Myanmar,0,2,Low,""2026-04-23 19:13:45"",76210.000000,0.1855,1,0"
"671,66,Male,""High School"",Single,0.00,616,49216.00,BUSINESS,Unemployed,8,FAIR,0.153615,74277.00,2,""South Sandraborough"",TN,""Northern Mariana Islands"",1,2,Medium,""2026-04-23 19:13:45"",69718.619373,0.7059,1,1"
"672,42,Non-binary,Bachelor's,Single,0.00,705,0.00,HOME,Employed,8,FAIR,0.364041,159939.17,1,""Port Rhonda"",AS,Bahamas,4,0,Low,""2026-04-23 19:13:45"",69652.443967,0.0000,2,1"
"674,40,Male,PhD,Single,26503.00,645,23379.00,PERSONAL,Unemployed,2,POOR,0.560131,211168.00,2,Leeburgh,NC,Yemen,4,2,Medium,""2026-04-23 19:13:45"",26503.000000,0.8821,4,1"
"675,55,Male,PhD,Widowed,62139.00,646,18866.00,PERSONAL,Self-employed,6,GOOD,0.15797,89608.00,0,Smithchester,NH,""Palestinian Territory"",0,1,Low,""2026-04-23 19:13:45"",62139.000000,0.3036,4,0"
"676,57,Female,Bachelor's,Divorced,85883.00,754,25813.00,PERSONAL,Self-employed,11,FAIR,0.398027,205979.00,2,Jamiebury,WA,""Dominican Republic"",4,1,Low,""2026-04-23 19:13:45"",85883.000000,0.3006,2,1"
"677,33,Female,Master's,Divorced,60875.00,791,9538.00,BUSINESS,Self-employed,10,EXCELLENT,0.409813,159939.17,1,""North Dawnbury"",AS,Angola,0,2,Medium,""2026-04-23 19:13:45"",60875.000000,0.1567,3,0"
"678,68,Male,PhD,Divorced,0.00,701.157,24012.00,HOME,Employed,5,FAIR,0.320351,159939.17,0,Wilsonton,MD,""Slovakia (Slovak Republic)"",3,1,Low,""2026-04-23 19:13:45"",70442.604895,0.3409,4,1"
"679,34,Male,PhD,Single,24858.00,763,46303.00,BUSINESS,Unemployed,3,POOR,0.507676,55385.00,3,""Lake Sara"",MO,Liechtenstein,0,2,Low,""2026-04-23 19:13:45"",24858.000000,1.8627,4,0"
"680,38,Non-binary,Bachelor's,Widowed,26858.00,783,11363.00,BUSINESS,Self-employed,2,FAIR,0.33907,163920.00,3,Odonnellchester,MN,""Isle of Man"",3,1,Low,""2026-04-23 19:13:45"",26858.000000,0.4231,2,1"
"682,31,Female,""High School"",Widowed,107986.00,777,33519.00,PERSONAL,Employed,8,GOOD,0.450802,170578.00,3,""West Candice"",DC,Montserrat,2,1,High,""2026-04-23 19:13:45"",107986.000000,0.3104,1,1"
"683,28,Female,Bachelor's,Married,0.00,726,39698.00,AUTO,Unemployed,6,GOOD,0.163295,102460.00,0,Woodsborough,TN,Gabon,0,1,Low,""2026-04-23 19:13:45"",69652.443967,0.5699,2,0"
"684,64,Non-binary,Bachelor's,Married,56232.00,616,13412.00,HOME,Employed,19,GOOD,0.503808,120505.00,3,""East Courtneychester"",UT,""French Guiana"",1,0,Medium,""2026-04-23 19:13:45"",56232.000000,0.2385,2,1"
"686,21,Male,PhD,Married,47106.00,679,26061.00,PERSONAL,Self-employed,0,EXCELLENT,0.232261,42062.00,3,Susanshire,AK,""Bouvet Island (Bouvetoya)"",0,0,Low,""2026-04-23 19:13:45"",47106.000000,0.5532,4,0"
"687,65,Female,PhD,Widowed,0.00,764,11550.00,HOME,Employed,18,EXCELLENT,0.492593,237369.00,1,Gutierrezview,SC,Nicaragua,1,2,High,""2026-04-23 19:13:45"",70442.604895,0.1640,4,1"
"689,56,Male,Bachelor's,Married,27377.00,764,25336.00,PERSONAL,Employed,8,EXCELLENT,0.541219,194672.00,1,Rogerhaven,MD,Guam,1,1,Low,""2026-04-23 19:13:45"",27377.000000,0.9254,2,1"
"690,58,Female,""High School"",Single,85252.00,642,42477.00,AUTO,Employed,18,FAIR,0.463708,53692.00,0,Vargashaven,FM,Sweden,0,1,Low,""2026-04-23 19:13:45"",85252.000000,0.4983,1,0"
"691,44,Non-binary,PhD,Single,112969.00,611,9306.00,HOME,Unemployed,10,EXCELLENT,0.360666,159939.17,4,Angelaville,GU,Panama,3,0,Low,""2026-04-23 19:13:45"",112969.000000,0.0824,4,1"
"692,45,Male,Master's,Married,111228.00,709,14500.00,BUSINESS,Self-employed,19,FAIR,0.399769,127222.00,1,""Lake Gary"",MA,Korea,0,0,Low,""2026-04-23 19:13:45"",111228.000000,0.1304,3,0"
"693,47,Female,Master's,Divorced,0.00,694,16263.00,PERSONAL,Unemployed,12,EXCELLENT,0.521967,291513.00,2,""South Bruce"",NY,Turkmenistan,3,0,Low,""2026-04-23 19:13:45"",69934.968970,0.2325,3,1"
"694,40,Male,""High School"",Divorced,0.00,697.601,38436.00,BUSINESS,Unemployed,0,GOOD,0.492498,96604.00,4,""South Kevinfurt"",FM,Guatemala,0,0,Low,""2026-04-23 19:13:45"",69718.619373,0.5513,1,0"
"695,47,Male,Bachelor's,Married,107091.00,795,47001.00,BUSINESS,Self-employed,7,EXCELLENT,0.308273,279238.00,4,Stevenburgh,OH,Malawi,4,1,Low,""2026-04-23 19:13:45"",107091.000000,0.4389,2,1"
"696,26,Male,PhD,Single,0.00,617,21919.00,AUTO,Employed,5,POOR,0.104084,271424.00,0,Carlashire,GU,Slovenia,3,1,Low,""2026-04-23 19:13:45"",70442.604895,0.3112,4,1"
"697,25,Male,Master's,Widowed,42601.00,676,49106.00,HOME,Employed,5,FAIR,0.514642,159939.17,1,""Port Jennifer"",FM,""Netherlands Antilles"",2,1,Medium,""2026-04-23 19:13:45"",42601.000000,1.1527,3,1"
"698,58,Female,Bachelor's,Married,47410.00,673,48704.00,BUSINESS,Self-employed,7,EXCELLENT,0.306834,195837.00,0,""North Charlesburgh"",MP,""Brunei Darussalam"",0,1,Low,""2026-04-23 19:13:45"",47410.000000,1.0273,2,0"
"699,44,Male,Bachelor's,Single,0.00,780,27080.00,AUTO,Self-employed,14,FAIR,0.255719,34245.00,3,""West Jason"",AR,Mauritius,4,2,Low,""2026-04-23 19:13:45"",69652.443967,0.3888,2,1"
"700,53,Female,Bachelor's,Single,0.00,699.038,7509.00,HOME,Employed,11,POOR,0.379303,265513.00,2,Maldonadomouth,HI,""Saint Lucia"",0,2,Medium,""2026-04-23 19:13:45"",69652.443967,0.1078,2,0"
"702,64,Non-binary,""High School"",Widowed,97395.00,734,21023.00,AUTO,Unemployed,13,EXCELLENT,0.570801,42195.00,4,Mccoychester,FL,Comoros,4,1,Low,""2026-04-23 19:13:45"",97395.000000,0.2159,1,1"
"703,42,Male,Master's,Widowed,117425.00,678,0.00,HOME,Unemployed,0,GOOD,0.159909,98142.00,0,Rodriguezbury,AZ,""New Zealand"",3,1,Low,""2026-04-23 19:13:45"",117425.000000,0.0000,3,1"
"704,39,Non-binary,Master's,Divorced,34570.00,763,0.00,AUTO,Self-employed,10,POOR,0.145321,133668.00,0,""West Andrew"",WA,Cyprus,4,2,Medium,""2026-04-23 19:13:45"",34570.000000,0.0000,3,1"
"705,30,Female,Master's,Single,98766.00,750,34011.00,HOME,Unemployed,5,FAIR,0.383157,204683.00,3,Ashleyfort,PR,Jamaica,3,1,Low,""2026-04-23 19:13:45"",98766.000000,0.3444,3,1"
"706,54,Female,""High School"",Widowed,107581.00,666,44189.00,BUSINESS,Employed,18,GOOD,0.100976,243126.00,1,Amandatown,TX,Panama,4,1,Medium,""2026-04-23 19:13:45"",107581.000000,0.4108,1,1"
"707,56,Male,""High School"",Divorced,45046.00,781,7798.00,HOME,Self-employed,18,POOR,0.13155,159939.17,1,""South Erinburgh"",MP,Swaziland,4,2,Low,""2026-04-23 19:13:45"",45046.000000,0.1731,1,1"
"708,41,Male,PhD,Divorced,81491.00,760,40031.00,AUTO,Employed,2,EXCELLENT,0.266765,116340.00,2,""West Jesse"",AK,Croatia,1,0,High,""2026-04-23 19:13:45"",81491.000000,0.4912,4,1"
"709,39,Female,Master's,Divorced,89285.00,678,25265.00,BUSINESS,Employed,5,EXCELLENT,0.194537,205832.00,4,""South Reneemouth"",KY,Bulgaria,0,0,Low,""2026-04-23 19:13:45"",89285.000000,0.2830,3,0"
"712,53,Non-binary,Master's,Divorced,98755.00,714,25805.00,BUSINESS,Self-employed,15,GOOD,0.507224,46742.00,4,""Port Jamesfurt"",TX,""Hong Kong"",0,2,High,""2026-04-23 19:13:45"",98755.000000,0.2613,3,0"
"713,26,Female,Master's,Single,51478.00,768,8763.00,PERSONAL,Unemployed,2,EXCELLENT,0.210162,276121.00,2,""New Gregoryland"",KY,""Western Sahara"",1,2,Low,""2026-04-23 19:13:45"",51478.000000,0.1702,3,1"
"714,68,Male,Master's,Divorced,32976.00,737,27312.00,AUTO,Employed,5,GOOD,0.212593,159939.17,0,""East Emmaland"",SC,Fiji,3,2,Medium,""2026-04-23 19:13:45"",32976.000000,0.8282,3,1"
"715,56,Female,Master's,Married,115777.00,672,14572.00,BUSINESS,Self-employed,0,POOR,0.447207,197080.00,2,""South Ambershire"",CA,Yemen,4,0,Low,""2026-04-23 19:13:45"",115777.000000,0.1259,3,1"
"716,52,Female,Master's,Single,89205.00,677,43184.00,HOME,Unemployed,4,GOOD,0.29003,176816.00,0,""Lake Justinfort"",GA,Bermuda,1,2,Low,""2026-04-23 19:13:45"",89205.000000,0.4841,3,1"
"717,53,Non-binary,Bachelor's,Divorced,86686.00,745,25179.00,BUSINESS,Unemployed,0,FAIR,0.419985,296629.00,4,Wilsonshire,CO,Malta,0,1,Low,""2026-04-23 19:13:45"",86686.000000,0.2905,2,0"
"718,49,Non-binary,PhD,Divorced,81262.00,626,23172.00,PERSONAL,Unemployed,13,EXCELLENT,0.33486,225260.00,1,Dennisborough,ND,Comoros,0,2,Medium,""2026-04-23 19:13:45"",81262.000000,0.2852,4,0"
"719,41,Female,PhD,Widowed,34877.00,752,10925.00,HOME,Employed,1,EXCELLENT,0.213047,219899.00,0,""New Toni"",IA,""Pitcairn Islands"",1,1,Low,""2026-04-23 19:13:45"",34877.000000,0.3132,4,1"
"720,52,Non-binary,PhD,Married,71150.00,750,7117.00,BUSINESS,Employed,14,EXCELLENT,0.388936,80599.00,0,Mullenville,WY,Germany,2,1,Low,""2026-04-23 19:13:45"",71150.000000,0.1000,4,1"
"721,31,Female,PhD,Married,74781.00,701.157,0.00,BUSINESS,Self-employed,9,EXCELLENT,0.3734,80406.00,2,Morristown,MP,Finland,0,2,Low,""2026-04-23 19:13:45"",74781.000000,0.0000,4,0"
"722,20,Non-binary,""High School"",Widowed,0.00,601,33907.00,HOME,Employed,0,GOOD,0.168885,270919.00,3,""South Jeffrey"",ME,Ukraine,4,1,Medium,""2026-04-23 19:13:45"",69718.619373,0.4863,1,1"
"723,42,Female,Bachelor's,Married,63374.00,616,23323.00,AUTO,Employed,9,GOOD,0.476491,159939.17,2,""West Donland"",ID,Cameroon,0,2,High,""2026-04-23 19:13:45"",63374.000000,0.3680,2,0"
"727,47,Non-binary,Master's,Widowed,75406.00,699.211,11193.00,HOME,Self-employed,18,GOOD,0.341563,55682.00,2,""North Dannyhaven"",AZ,Belarus,0,0,Low,""2026-04-23 19:13:45"",75406.000000,0.1484,3,0"
"728,57,Non-binary,Master's,Widowed,43659.00,639,16108.00,PERSONAL,Employed,12,EXCELLENT,0.517864,159939.17,0,""Lake Antoniostad"",NM,""South Georgia and the South Sandwich Islands"",0,2,Low,""2026-04-23 19:13:45"",43659.000000,0.3690,3,0"
"729,57,Non-binary,Bachelor's,Single,0.00,659,20485.00,HOME,Unemployed,17,POOR,0.23387,118268.00,3,""New Stephanie"",OH,""Solomon Islands"",0,0,Low,""2026-04-23 19:13:45"",69652.443967,0.2941,2,0"
"732,49,Male,Bachelor's,Single,22016.00,724,31617.00,PERSONAL,Self-employed,6,EXCELLENT,0.346221,295496.00,0,Michaelshire,VI,Jersey,0,2,Low,""2026-04-23 19:13:45"",22016.000000,1.4361,2,0"
"733,43,Male,Bachelor's,Widowed,107748.00,681,47928.00,BUSINESS,Self-employed,10,POOR,0.381807,143735.00,4,""Lake Diane"",DE,""Northern Mariana Islands"",0,0,Low,""2026-04-23 19:13:45"",107748.000000,0.4448,2,0"
"735,38,Male,Bachelor's,Widowed,34012.00,643,39075.00,PERSONAL,Unemployed,16,EXCELLENT,0.58271,159939.17,0,Weaverstad,VT,Bahrain,3,2,Low,""2026-04-23 19:13:45"",34012.000000,1.1489,2,1"
"736,47,Male,Master's,Divorced,22263.00,717,21376.00,BUSINESS,Unemployed,9,GOOD,0.247818,132283.00,3,Ronaldstad,MH,Ukraine,0,1,Low,""2026-04-23 19:13:45"",22263.000000,0.9602,3,0"
"737,40,Male,Master's,Single,63774.00,790,34778.00,AUTO,Unemployed,3,FAIR,0.474316,223709.00,4,Andrewfort,MT,""Cocos (Keeling) Islands"",0,1,Low,""2026-04-23 19:13:45"",63774.000000,0.5453,3,0"
"738,35,Male,Bachelor's,Married,0.00,703,40523.00,BUSINESS,Employed,11,GOOD,0.119128,159939.17,1,""North Jamesland"",NM,Argentina,0,1,Medium,""2026-04-23 19:13:45"",69652.443967,0.5818,2,0"
"739,68,Non-binary,PhD,Married,31290.00,723,32077.00,PERSONAL,Employed,19,EXCELLENT,0.238325,260368.00,0,""West Melissastad"",NM,Haiti,1,1,Medium,""2026-04-23 19:13:45"",31290.000000,1.0252,4,1"
"741,49,Male,Master's,Single,0.00,699.211,6113.00,PERSONAL,Employed,8,GOOD,0.563734,54927.00,0,""East William"",CA,Portugal,0,1,Low,""2026-04-23 19:13:45"",69934.968970,0.0874,3,0"
"742,63,Male,Bachelor's,Single,118530.00,677,45428.00,BUSINESS,Self-employed,19,EXCELLENT,0.369256,159939.17,1,Clarkport,WA,Kuwait,0,1,Low,""2026-04-23 19:13:45"",118530.000000,0.3833,2,0"
"743,18,Male,""High School"",Married,118550.00,753,17210.00,AUTO,Employed,0,GOOD,0.172193,258358.00,3,""West Kevinborough"",TX,Tajikistan,1,1,High,""2026-04-23 19:13:45"",118550.000000,0.1452,1,1"
"744,42,Female,Master's,Widowed,0.00,758,0.00,HOME,Employed,2,EXCELLENT,0.284312,193666.00,2,Lewisborough,GU,Swaziland,1,1,Low,""2026-04-23 19:13:45"",69934.968970,0.0000,3,1"
"745,28,Female,""High School"",Divorced,21528.00,602,19837.00,AUTO,Unemployed,10,GOOD,0.322263,93626.00,1,""Port Alisonberg"",IA,Venezuela,1,1,Low,""2026-04-23 19:13:45"",21528.000000,0.9215,1,1"
"746,39,Non-binary,""High School"",Single,24597.00,706,40751.00,PERSONAL,Employed,8,FAIR,0.560672,276950.00,0,""Lake Calvin"",ID,""Palestinian Territory"",3,0,Low,""2026-04-23 19:13:45"",24597.000000,1.6567,1,1"
"747,69,Female,Bachelor's,Single,78769.00,696,42025.00,HOME,Self-employed,16,POOR,0.385596,233249.00,4,Garciaton,MI,""Turks and Caicos Islands"",2,2,High,""2026-04-23 19:13:45"",78769.000000,0.5335,2,1"
"748,29,Non-binary,Master's,Single,80664.00,699.211,49647.00,BUSINESS,Employed,11,GOOD,0.553232,276405.00,0,Davidbury,FM,Rwanda,2,2,Low,""2026-04-23 19:13:45"",80664.000000,0.6155,3,1"
"749,43,Male,Bachelor's,Widowed,115758.00,716,0.00,BUSINESS,Self-employed,8,EXCELLENT,0.525564,152986.00,3,""Lake Christopher"",MN,""Hong Kong"",4,1,Low,""2026-04-23 19:13:45"",115758.000000,0.0000,2,1"
"750,61,Non-binary,Master's,Divorced,0.00,745,27140.00,BUSINESS,Unemployed,1,FAIR,0.556637,159939.17,0,Combsburgh,IN,Angola,3,1,Low,""2026-04-23 19:13:45"",69934.968970,0.3881,3,1"
"752,36,Non-binary,Bachelor's,Widowed,72243.00,615,0.00,PERSONAL,Unemployed,7,GOOD,0.167102,32150.00,0,""Port Miachester"",KY,""Brunei Darussalam"",3,1,Low,""2026-04-23 19:13:45"",72243.000000,0.0000,2,1"
"753,39,Female,""High School"",Married,51645.00,697.601,36386.00,BUSINESS,Self-employed,7,GOOD,0.163167,212123.00,2,""Lake Juanstad"",GU,""Papua New Guinea"",4,1,Low,""2026-04-23 19:13:45"",51645.000000,0.7045,1,1"
"754,29,Non-binary,Bachelor's,Single,54980.00,601,0.00,AUTO,Self-employed,8,FAIR,0.366768,66753.00,0,""East Brian"",MA,Martinique,2,2,Low,""2026-04-23 19:13:45"",54980.000000,0.0000,2,1"
"755,62,Female,PhD,Single,108921.00,667,10516.00,AUTO,Self-employed,15,FAIR,0.351127,255160.00,1,Lopezhaven,WV,Gambia,1,2,Low,""2026-04-23 19:13:45"",108921.000000,0.0965,4,1"
"756,51,Non-binary,Master's,Divorced,59560.00,729,36721.00,BUSINESS,Employed,0,FAIR,0.144548,126109.00,0,Nancyfurt,MT,""Antigua and Barbuda"",4,2,Low,""2026-04-23 19:13:45"",59560.000000,0.6165,3,1"
"757,27,Non-binary,Bachelor's,Single,74820.00,729,27805.00,HOME,Self-employed,9,EXCELLENT,0.198041,120306.00,2,Williamsview,IN,""Syrian Arab Republic"",0,2,Low,""2026-04-23 19:13:45"",74820.000000,0.3716,2,0"
